PublishedLineName,DirectionRef,OriginName,OriginLat,OriginLong,DestinationName,DestinationLat,DestinationLong,StopPoints,StopPointCount
Q77,0,SPRINGFIELD BL/145 RD,40.663849,-73.759369,JAMAICA 165 ST TERM,40.708736,-73.796021,"['ARCHER AV/153 ST', 'HILLSIDE AV/198 ST', 'FRANCIS LEWIS BL/104 AV', 'FRANCIS LEWIS BL/100 AV', 'FRANCIS LEWIS BL/HOLLIS AV', 'SPRINGFIELD BL/143 AV', 'HILLSIDE AV/172 ST', 'HILLSIDE AV/HOMELAWN ST', 'HILLSIDE AV/AVON ST', 'SPRINGFIELD BL/138 RD', 'HILLSIDE AV/193 ST', 'FRANCIS LEWIS BL/111 AV', 'HILLSIDE AV/197 ST', 'FRANCIS LEWIS BL/MURDOCK AV', 'SPRINGFIELD BL/145 RD', 'FRANCIS LEWIS BL/116 AV', 'TEARDROP/LAYOVER', 'HILLSIDE AV/202 ST', 'SPRINGFIELD BL/E GATE PZ', '165 ST / 165 ST TERMINAL', 'HILLSIDE AV/188 ST', 'FRANCIS LEWIS BL/89 AV', 'FRANCIS LEWIS BL/LINDEN BL', 'SPRINGFIELD BL/144 AV', 'SPRINGFIELD/MONTEFIORE CEMETERY', 'SPRINGFIELD BL/120 AV', 'FRANCIS LEWIS BL/113 AV', 'FRANCIS LEWIS BL/90 AV', 'ARCHER AV /SUTPHIN BL', 'HILLSIDE AV/179 ST SUBWAY', 'SPRINGFIELD BL/136 AV', 'FRANCIS LEWIS BL/109 AV', 'HILLSIDE AV/EDGERTON BL', 'HILLSIDE AV/175 ST', '165 ST/TERMINAL', 'HILLSIDE AV/191 ST', 'FRANCIS LEWIS BL/112 AV', 'SPRINGFIELD BL/MERRICK BL', 'SPRINGFIELD BL/131 AV', 'SPRINGFIELD BL/141 AV', 'HILLSIDE AV/187 ST', 'SPRINGFIELD BL/141 RD', 'FRANCIS LEWIS BL/JAMAICA AV', 'SPRINGFIELD BL/130 AV', 'SPRINGFIELD BL/121 AV', 'HILLSIDE AV/FRANCIS LEWIS BL', 'FRANCIS LEWIS BL/93 AV', 'FRANCIS LEWIS BL/SPRINGFIELD BL', 'MERRICK BL/ARCHER AV', '165 ST / BUS TERMINAL', 'SPRINGFIELD BL/145 AV', 'SPRINGFIELD BL/132 RD', 'FRANCIS LEWIS BL/115 AV']",53
Q77,1,165 ST / BUS TERMINAL,40.708622,-73.795944,SPRINGFIELD GARDENS 145 RD,40.66396,-73.759315,"['FRANCIS LEWIS/LINDEN BL', 'HILLSIDE AV/181 ST', 'FRANCIS LEWIS BL/HOLLIS AV', 'HILLSIDE AV/187 PL', 'HILLSIDE AV/182 PL', 'FRANCIS LEWIS BL/104 AV', 'FRANCIS LEWIS BL/100 AV', 'SPRINGFIELD BL/197 ST', 'FRANCIS LEWIS BL/115 AV', 'SPRINGFIELD BL/143 AV', '204 ST/111 AV BAY 3', 'SPRINGFIELD BL/193 ST', 'HILLSIDE AV/168 PL', 'HILLSIDE AV/193 ST', 'FRANCIS LEWIS BL/111 AV', 'HILLSIDE AV/197 ST', 'FRANCIS LEWIS BL/MURDOCK AV', 'SPRINGFIELD BL/145 RD', 'FRANCIS LEWIS BL/116 AV', 'HILLSIDE AV/205 ST', 'FRANCIS LEWIS BL/99 AV', 'HILLSIDE AV/202 ST', 'SPRINGFIELD BL/E GATE PZ', 'FRANCIS LEWIS BL/89 AV', 'HILLSIDE AV/184 ST', 'SPRINGFIELD BL/144 AV', 'SPRINGFIELD BL/120 AV', 'FRANCIS LEWIS BL/113 AV', 'HILLSIDE AV/189 ST', 'FRANCIS LEWIS BL/114 DR', 'FRANCIS LEWIS BL/90 AV', 'SPRINGFIELD BL/LUCAS ST', 'HILLSIDE AV/178 ST', 'SPRINGFIELD BL/122 AV', 'HILLSIDE AV/195 PL', 'FRANCIS LEWIS BL/109 AV', 'SPRINGFIELD BL/139 AV', 'HILLSIDE AV/175 ST', 'FRANCIS LEWIS BL/NASHVILLE BL', 'HILLSIDE AV/191 ST', 'FRANCIS LEWIS BL/112 AV', 'SPRINGFIELD BL/MERRICK BL', 'SPRINGFIELD BL / 145 RD', 'SPRINGFIELD BL/141 AV', 'HILLSIDE AV/171 ST', 'FRANCIS LEWIS BL/JAMAICA AV', '165 ST/HILLSIDE AV', 'HILLSIDE AV/173 ST', 'SPRINGFIELD BL/121 AV', 'HILLSIDE AV/199 ST', 'FRANCIS LEWIS BL/93 AV', '165 ST / BUS TERMINAL', 'SPRINGFIELD BL/S CONDUIT AV']",53
Q8,0,,,,JAMAICA 165 ST TERM via 101 AV,,,"['101 AV /124 ST', 'SUTPHIN BL /LIBERTY AV', 'FOUNTAIN AV /BLAKE AV', '101 AV /111 ST', '101 AV /127 ST', 'JAMAICA AV /148 ST', 'FOUNTAIN AV/LINDEN BL', 'ERSKINE ST/GATEWAY PL', 'VANDALIA AV/ERSKINE ST', '101 AV /115 ST', '101 AV /92 ST', '101 AV /106 ST', '101 AV /94 ST', 'FOUNTAIN AV /WORTMAN AV', 'LOGAN ST /SUTTER AV', 'FOUNTAIN AV/FLATLANDS AV', 'JAMAICA AV /153 ST', '101 AV /VAN WYCK EXP', 'SUTPHIN BL /95 AV', 'PITKIN AV /LOGAN ST', '101 AV /121 ST', 'LIBERTY AV /DREW ST', '101 AV /88 ST', '101 AV /77 ST', '101 AV /80 ST', '101 AV /REMINGTON ST', '101 AV /90 ST', '101 AV /BRISBIN ST', 'PITKIN AV /ELDERT LN', '165 ST TERM/Q6 STAND', '101 AV /133 ST', '101 AV /100 ST', '165 ST TERM /Q8 STAND', '165 ST TERM /Q9 STAND', '101 AV /LEFFERTS BL', '101 AV /84 ST', '101 AV /WOODHAVEN BL', '101 AV /LIVERPOOL ST', '101 AV /108 ST', 'SUTPHIN BL/ARCHER AV', 'JAMAICA AV /165 ST', '165 ST TERM/Q41 STAND', '101 AV /131 ST', '168 ST/JAMAICA AV', 'PITKIN AV /EUCLID AV', 'JAMAICA AV /162 ST', '101 AV /104 ST', 'PITKIN AV /AUTUMN AV', '101 AV /97 ST']",49
Q8,1,,,,EAST NEW YORK EUCLID AV STA via 101 AV,,,"['101 AV /124 ST', 'PITKIN AV /AUTUMN AV', '101 AV /111 ST', 'GATEWAY CTR TERMINAL/GATEWAY DR', '101 AV /127 ST', 'EUCLID AV/BLAKE AV', '101 AV /115 ST', '101 AV /92 ST', '101 AV /94 ST', 'FOUNTAIN AV /WORTMAN AV', 'EUCLID AV/LINDEN BL', 'FOUNTAIN AV/FLATLANDS AV', 'SUTPHIN BL /ARCHER AV', '101 AV /VAN WYCK EXP', '101 AV /113 ST', 'SEAVIEW AV/ERSKINE ST', '101 AV /121 ST', 'GRANT AV /LIBERTY AV', '101 AV /77 ST', '101 AV /88 ST', '101 AV /80 ST', '101 AV /90 ST', '101 AV /107 ST', 'GRANT AV /PITKIN AV', '101 AV /109 ST', 'JAMAICA AV/150 ST', '101 AV /133 ST', 'FOUNTAIN AV/BKLYN DEVEL CTR', '101 AV /105 ST', '101 AV /100 ST', '165 ST TERM /Q8 STAND', '101 AV /LEFFERTS BL', '101 AV /84 ST', '101 AV /WOODHAVEN BL', '101 AV /LIVERPOOL ST', 'FOUNTAIN AV /LINDEN BL', '146 ST /101 AV', '101 AV /131 ST', 'SUTPHIN BL /97 AV', '101 AV /CRESSKILL PL', 'PITKIN AV /EUCLID AV', 'JAMAICA AV /162 ST', 'JAMAICA AV / 164 ST', '101 AV /75 ST', 'JAMAICA AV /160 ST', 'LIBERTY AV /FORBELL ST', 'EUCLID AV/SUTTER AV', '101 AV /97 ST']",48
Q83,0,153 ST/HILLSIDE AV,40.707123,-73.804382,227 ST 114 AV via LIBERTY,40.70211,-73.730339,"['LIBERTY AV/183 ST', 'MURDOCK AV/208 ST', 'ARCHER AV /PARSONS BL', 'LIBERTY AV/170 ST', 'SPRINGFIELD BL/HEMPSTEAD AV', 'MURDOCK AV/210 ST', '114 AV/223 ST', 'MURDOCK AV/200 ST', 'FARMERS BL/JORDAN AV', 'SPRINGFIELD BL/100 AV', 'MURDOCK AV/FRANCIS LEWIS BL', 'LIBERTY AV/168 PL', '153 ST/HILLSIDE AV', 'MURDOCK AV/194 ST', 'SPRINGFIELD BL/109 AV', 'SPRINGFIELD BL/104 AV', 'LIBERTY AV/CAMDEN AV', 'MURDOCK AV/202 ST', 'FARMERS BL/113 AV', '150 ST/JAMAICA AV', 'LIBERTY AV/177 ST', 'MURDOCK AV/204 ST', 'LIBERTY AV/ELMIRA AV', 'LIBERTY AV/HILBURN AV', 'FARMERS BL/KEESEVILLE AV', 'LIBERTY AV/184 ST', 'LIBERTY AV/180 ST', 'MURDOCK AV/196 ST', 'MURDOCK AV/198 ST', 'MURDOCK AV/FARMERS BL', '114 AV/227 ST', 'COLFAX ST/212 ST', 'LIBERTY AV/173 ST', 'COLFAX ST/SPRINGFIELD BL', 'SPRINGFIELD BL/112 RD', 'ARCHER AV/165 ST', '114 AV/219 ST', '114 AV/225 ST', 'SPRINGFIELD BL/111 RD', 'MURDOCK AV/SPRINGFIELD BL', 'MURDOCK AV/212 ST', 'AMBOY LA/JAMAICA AV', 'SPRINGFIELD BL/98 AV', '114 AV/221 ST', 'SPRINGFIELD BL/107 AV', '227 ST/113 DR']",46
Q83,1,SPRINGFIELD BL/AMBOY LA,40.717762,-73.735481,JAMAICA HILLSIDE - 153 via LIBERTY,40.706795,-73.8041,"['ARCHER AV/153 ST', 'LIBERTY AV/183 ST', 'SPRINGFIELD BL/HEMPSTEAD AV', 'MURDOCK AV/208 ST', 'FARMERS BL/113 RD', 'LIBERTY AV/182 ST', 'LIBERTY AV/170 ST', 'MURDOCK AV/210 ST', 'LIBERTY AV/172 ST', 'FARMERS BL/112 AV', 'MURDOCK AV/200 ST', 'ARCHER AV/PARSONS BL BAY A', 'SPRINGFIELD BL/99 AV', 'SPRINGFIELD BL/AMBOY LA', 'MURDOCK AV/FRANCIS LEWIS BL', '153 ST/HILLSIDE AV', 'MURDOCK AV/194 ST', '113 DR/219 ST', 'SPRINGFIELD BL/109 AV', 'FARMERS BL/111 AV', '113 DR/223 ST', 'MURDOCK AV/202 ST', '111 AV / 204 ST', '113 DR/225 ST', 'LIBERTY AV/177 ST', 'MURDOCK AV/204 ST', 'LIBERTY AV/184 ST', 'LIBERTY AV/180 ST', 'MURDOCK AV/196 ST', 'UNION TP/SPRINGFIELD BL', 'MURDOCK AV/198 ST', 'MURDOCK AV/FARMERS BL', '153 ST/89 AV', 'LIBERTY AV/187 ST', 'COLFAX ST/SPRINGFIELD BL', 'LIBERTY AV/MERRICK BL', 'ARCHER AV/165 ST', '153 ST/JAMAICA AV', 'SPRINGFIELD BL/111 RD', 'MURDOCK AV/SPRINGFIELD BL', 'MURDOCK AV/212 ST', 'SPRINGFIELD BL/107 AV', 'SPRINGFIELD BL/112 RD', 'BRINKERHOFF AV/189 ST', 'SPRINGFIELD BL/HOLLIS AV', '113 DR/221 ST', '227 ST/113 DR']",47
Q84,0,ARCHER AV/153 ST,40.702095,-73.801735,LAURELTON 238 ST via 120 AV,40.679817,-73.729927,"['ARCHER AV/153 ST', '120 AV/218 ST', '120 AV/192 ST', '120 AV/178 PL', '120 AV/232 ST', '120 AV/224 ST', '120 AV/234 ST', '120 AV/SPRINGFIELD BL', '237 ST/129 AV', 'MERRICK BL/VICTORIA RD', '120 AV/FRANCIS LEWIS BL', '120 AV/194 ST', '120 AV/200 ST', '238 ST/128 AV', 'MERRICK BL/SAYRES AV', 'MERRICK BL/107 AV', 'MERRICK BL/116 AV', 'MERRICK BL/FOCH BL', '120 AV/228 ST', 'ARCHER AV/TEARDROP CANOPY', '120 AV/230 ST', '120 AV/IRWIN PL', '120 AV/NASHVILLE BL', '120 AV/226 ST', '120 AV/FARMERS BL', '120 AV/237 ST', '120 AV/198 ST', 'LAURELTON PY/129 AV', 'MERRICK BL/111 AV', '238 ST/121 AV', 'MERRICK BL/109 AV', 'MERRICK BL/104 AV', 'ARCHER AV/165 ST', '120 AV/196 ST', 'MERRICK BL/115 AV', 'MERRICK BL/LIBERTY AV', '120 AV/222 ST', '120 AV/LUCAS ST', 'MERRICK BL/119 AV', 'MERRICK BL/110 AV', 'MERRICK BL/108 AV', '120 AV/SUNBURY RD', 'MERRICK BL/169 PL', '120 AV/180 ST', 'MERRICK BL/LINDEN BL']",45
Q84,1,237 ST/129 AV,40.680134,-73.730247,JAMAICA PRSNS-ARCHR,40.702137,-73.801407,"['ARCHER AV/153 ST', '120 AV/231 ST', '120 AV/224 ST', '120 AV/234 ST', 'MERRICK BL/105 AV', '237 ST/121 AV', '237 ST/129 AV', 'MERRICK BL/VICTORIA RD', '120 AV/SPRINGFIELD BL', '120 AV/178 ST', '120 AV/FRANCIS LEWIS BL', '120 AV/227 ST', '120 AV/200 ST', '120 AV/195 ST', 'MERRICK BL/SAYRES AV', 'MERRICK BL/107 AV', '120 AV/199 ST', 'MERRICK BL/FOCH BL', 'MERRICK BL/116 AV', 'MERRICK BL/BAISLEY BL', '120 AV/193 ST', '120 AV/177 ST', 'ARCHER AV /SUTPHIN BL', '237 ST/128 AV', '120 AV/190 ST', '120 AV/FARMERS BL', '120 AV/237 ST', '168 ST/DOUGLAS AV', '120 AV/202 ST', 'MERRICK BL/111 AV', 'ARCHER AV/PARSONS BL', 'MERRICK BL/109 AV', '120 AV/229 ST', 'ARCHER AV/165 ST', '120 AV/197 ST', 'MERRICK BL/115 AV', 'MERRICK BL/LIBERTY AV', '120 AV/222 ST', 'MERRICK BL/110 AV', 'MERRICK BL/108 AV', '120 AV/217 ST', '120 AV/180 ST', 'MERRICK BL/LINDEN BL']",43
Q85,0,TEARDROP/LAYOVER,40.701748,-73.802399,ROSEDALE 147 AV,40.657585,-73.741501,"['SUNRISE HWY/SUNRISE CINEMAS', 'SUNRISE HWY/S TERRACE PL', 'S CONDUIT AV/231 ST', 'SPRINGFIELD BL/143 AV', 'WEST CIRCLE DR / WOODLAND RD', 'S CONDUIT AV/BROOKVILLE BL', 'WEST CIRCLE DR / MAYFIELD LANE', 'MERRICK BL/VICTORIA RD', 'S CONDUIT AV/140 AV', '243 ST/147 AV', 'BEDELL ST/134 RD', '243 ST/MEMPHIS AV', 'BEDELL ST/130 AV', 'TEARDROP/LAYOVER', 'S CONDUIT AV/221 ST', 'ARCHER AV / PARSONS BL', 'SUNRISE HWY/CALDOR', '243 ST/S. CONDUIT AV', '243 ST/142 AV', 'MERRICK BL/SAYRES AV', 'MERRICK BL/107 AV', 'BEDELL ST/FARMERS BL', 'MERRICK BL/FOCH BL', 'MERRICK BL/116 AV', 'BAISLEY BL/MERRILL ST', '243 ST/WELLER AV', 'MERRICK BL/BAISLEY BL', 'WEST CIRCLE DR /PARKING STRUCTURE (ARRIVE)', '137 AV/FARMERS BL', '140 AV/THURSTON ST', '140 AV/183 ST', 'S CONDUIT AV/LANSING AV', 'BEDELL ST/133 AV', 'FARMERS BL/138 AV', 'BAISLEY BL/172 ST', 'MERRICK BL/111 AV', '140 AV/180 ST', 'MERRICK BL/109 AV', 'MERRICK BL/104 AV', '243 ST/145 AV', 'S CONDUIT AV/223 ST', 'ARCHER AV/165 ST', 'BEDELL ST/127 AV', '243 ST/HUXLEY ST', 'MERRICK BL/LIBERTY AV', 'BEDELL ST/BAISLEY BL', 'S CONDUIT AV/225 ST', 'SPRINGFIELD BL/141 AV', 'MERRICK BL/115 AV', 'WEST CIRCLE DR /PARKING STRUCTURE', 'MERRICK BL/119 AV', 'MERRICK BL/110 AV', 'MERRICK BL/108 AV', 'S CONDUIT AV/FRANCIS LEWIS BL', 'MERRICK BL/169 PL', 'MERRICK BL/LINDEN BL', 'S CONDUIT AV/233 ST']",57
Q85,1,243 ST/147 AV,40.657738,-73.741211,JAMAICA PRSNS - ARCHR,40.701683,-73.802475,"['SPRINGFIELD BL/143 AV', 'SUNRISE HY/FRANCIS LEWIS BL', 'MERRICK BL/105 AV', '140 AV/SOUTHGATE ST', 'MERRICK BL/VICTORIA RD', '243 ST/147 AV', 'FARMERS BL/182 ST', 'BEDELL ST/134 RD', '243 ST/MEMPHIS AV', 'BEDELL ST/130 AV', 'TEARDROP/LAYOVER', '243 ST/142 AV', 'N CONDUIT AV/230 PL', 'MERRICK BL/SAYRES AV', 'WEST CIRCLE DR / SIDNEY PL', 'MERRICK BL/107 AV', 'BEDELL ST/FARMERS BL', 'SPRINGFIELD BL/144 AV', 'MERRICK BL/116 AV', 'MERRICK BL/FOCH BL', 'BAISLEY BL/MERRILL ST', '243 ST/WELLER AV', '243 ST/144 AV', 'MERRICK BL/BAISLEY BL', 'SUNRISE HY/BROOKVILLE BL', 'ARCHER AV/160 ST', 'FRANCIS LEWIS BL/245 St', 'BEDELL ST/133 AV', '168 ST/DOUGLAS AV', '137 AV/ FARMERS BL', 'SUNRISE HWY/LIRR STA', 'BAISLEY BL/172 ST', 'MERRICK BL/111 AV', 'MERRICK BL/109 AV', 'SPRINGFIELD BL / 145 RD', 'LIBERTY AV/MERRICK BL', 'ARCHER AV/165 ST', 'UTOPIA PY/HORACE HARDING EXP', 'MERRICK BL/115 AV', 'SPRINGFIELD BL/141 AV', 'BEDELL ST/127 AV', 'MERRICK BL/LIBERTY AV', 'BEDELL ST/BAISLEY BL', 'SPRINGFIELD BL/141 RD', 'SUNRISE HWY/HOOK CREEK BL', '140 AV/BEDELL ST', 'WEST CIRCLE DR /PARKING STRUCTURE', 'MERRICK BL/110 AV', 'MERRICK BL/108 AV', '140 AV/FARMERS BL', 'N CONDUIT AV/222 ST', 'MERRICK BL/LINDEN BL', 'N CONDUIT AV/225 ST']",53
Q88,0,92 ST/59 AV,40.734272,-73.869301,QUEENS VILL JAMAICA AV,40.717922,-73.736382,"['BRADDOCK AV/CROSS ISLAND PY', '188 ST/186 LA #2', 'AMBOY LA/SPRINGFIELD BL', 'HORACE HARDING EXP/64 AV', 'SPRINGFIELD BL/75 AV', 'JUNCTION BL/59 AV', '188 ST/HORACE HARDING EXP', 'HORACE HARDING EXP/108 ST', 'HORACE HARDING EXP/KISSENA BL', 'HORACE HARDING EXP/PARSONS BL', 'HORACE HARDING EXP/148 ST', 'HORACE HARDING EXP/160 ST', 'HORACE HARDING EXP/YELLOWSTONE BL', 'HORACE HARDING EXP/134 ST', 'HORACE HARDING EXP/183 ST', 'HORACE HARDING EXP/FRANCIS LEWIS BL', '92 ST/59 AV', '73 AV/197 ST', 'HORACE HARDING EXP/153 ST', '73 AV/220 ST', '73 AV/192 ST', 'SPRINGFIELD BL/94 AV', '73 AV/196 ST', 'HORACE HARDING EXP/COLLEGE PT BL', '73 AV/SPRINGFIELD BL', 'HORACE HARDING EXP/MAIN ST', '73 AV/FRANCIS LEWIS BL', 'SPRINGFIELD BL/223 ST', 'SPRINGFIELD BL/94 DR', 'SPRINGFIELD BL/91 AV', 'HORACE HARDING EXP/146 ST', 'SPRINGFIELD BL/89 AV', 'HORACE HARDING EXP/164 ST', 'SPRINGFIELD BL/JAMAICA AV', 'SPRINGFIELD BL/HILLSIDE AV', '73 AV/210 ST', 'HORACE HARDING EXP/166 ST', '73 AV/189 ST', '73 AV/194 ST', 'HORACE HARDING EXP/172 ST', 'HORACE HARDING EXP/168 ST', 'HORACE HARDING EXP/99 ST', 'SPRINGFIELD BL/90 AV', 'SPRINGFIELD BL / 119 AV', 'HORACE HARDING EXP/UTOPIA PY', '188 ST/64 AV', 'HORACE HARDING EXP/98 ST', 'HORACE HARDING EXP/102 ST', 'HORACE HARDING EXP/170 ST', '174 ST/64 AV BAY 1', 'HORACE HARDING EXP/JUNCTION BL', 'SPRINGFIELD BL/92 AV', 'SPRINGFIELD BL/SAWYER AV', 'SPRINGFIELD BL/UNION TP', '73 AV/BELL BL', 'HORACE HARDING EXP/97 ST', '73 AV/213 ST', 'HORACE HARDING EXP/188 ST', 'HORACE HARDING EXP/REEVES AV', 'HORACE HARDING EXP/162 ST', 'HORACE HARDING EXP/156 ST', 'SPRINGFIELD BL/77 AV', 'HORACE HARDING EXP/136 ST', 'HORACE HARDING EXP/150 ST', 'SPRINGFIELD BL/KINGSBURY AV', 'AMBOY LA/JAMAICA AV', 'HORACE HARDING EXP/138 ST', 'HORACE HARDING EXP/186 ST', '73 AV/HOLLIS HILLS TERR', '73 AV/199 ST', 'SPRINGFIELD BL/76 AV', '188 ST/186 LA #1', 'SPRINGFIELD BL/93 AV']",73
Q88,1,AMBOY LA/SPRINGFIELD BL,40.717834,-73.735626,WOODHVN BL STA QNS CTR MALL via H.HRDNG,40.734978,-73.869591,"['HORACE HARDING EXP/OTIS AV', 'HORACE HARDING EXP/WALDRON ST', 'HORACE HARDING EXP/185 ST', 'AMBOY LA/SPRINGFIELD BL', 'HORACE HARDING EXP/PARSONS BL', 'HORACE HARDING EXP/108 ST', 'UTOPIA PKY/59 AV', 'HORACE HARDING EXP/KISSENA BL', 'SPRINGFIELD BL / 94 AV', 'HORACE HARDING EXP /JUNCTION BL', 'HORACE HARDING EXP/160 ST', 'HORACE HARDING EXP/148 ST', '94 ST/58 AV', 'H. HARDING EXPY/F.LEWIS BLVD', '73 AV/198 ST', 'HORACE HARDING EXP/183 ST', '92 ST/59 AV', '73 AV/195 ST', 'SPRINGFIELD BL/76 AV', '153 ST/HILLSIDE AV', '73 AV/218 ST', 'HORACE HARDING EXP/COLLEGE PT BL', '73 AV/SPRINGFIELD BL', 'HORACE HARDING EXP/MAIN ST', '73 AV/FRANCIS LEWIS BL', 'SPRINGFIELD BL/94 DR', 'HORACE HARDING EXP/146 ST', 'SPRINGFIELD BL/91 AV', '73 AV/190 ST', 'SPRINGFIELD BL/89 AV', '188 ST/HORACE HARDING EP', 'HORACE HARDING EXP/164 ST', '73 AV/210 ST', 'SPRINGFIELD BL/HILLSIDE AV', 'SPRINGFIELD BL/JAMAICA AV', '73 AV/193 ST', '82 ST/NORTHERN BL', 'HORACE HARDING EXP/168 ST', 'QUEENS BL/78 AV', 'HORACE HARDING EXP/99 ST', 'SPRINGFIELD BL/90 AV', 'HORACE HARDING EXP/WESTSIDE AV', 'MAIN ST / REEVES AV', '188 ST/64 AV', '165 ST/TERMINAL', 'SPRINGFIELD BL/GRAND CENTRAL PKWY', 'HORACE HARDING EXP/170 ST', 'SPRINGFIELD BL/SAWYER AV', 'SPRINGFIELD BL/92 AV', 'SPRINGFIELD BL/UNION TP', '73 AV/BELL BL', 'HORACE HARDING EXP/FRESH MEADOW LA', '73 AV/213 ST', 'HORACE HARDING EXP/188 ST', 'HORACE HARDING EXP/LAWRENCE ST', 'HORACE HARDING EXP/162 ST', 'HORACE HARDING EXP/156 ST', 'HORACE HARDING EXP/150 ST', 'HORACE HARDING EXP/136 ST', 'HORACE HARDING EXP/175 PL', 'SPRINGFIELD BL/KINGSBURY AV', 'ARCHER AV/SUTPHIN BL', 'MAIN ST/146 ST', '188 ST/69 AV', '73 AV/CLEARVIEW EXP', 'SPRINGFIELD BL/93 AV']",66
Q9,0,,,,JAMAICA 165 ST TERM,,,"['SUTPHIN BL /LIBERTY AV', 'LIBERTY AV /VAN WYCK EXP', 'JAMAICA AV /148 ST', 'LIBERTY AV /INWOOD ST', '135 ST /109 AV', 'LINCOLN ST /ROCKAWAY BL', 'LINCOLN ST /FOCH BL', 'LIBERTY AV /LIVERPOOL ST', 'JAMAICA AV /153 ST', '135 ST /111 AV', 'SUTPHIN BL /95 AV', '135 ST /107 AV', 'LIBERTY AV /REMINGTON ST', '165 ST TERM /Q8 STAND', '135 ST /105 AV', '165 ST TERM /Q9 STAND', 'LINCOLN ST /116 AV', 'SUTPHIN BL/ARCHER AV', 'JAMAICA AV /165 ST', '165 ST TERM/Q41 STAND', '168 ST/JAMAICA AV', 'LINCOLN ST /115 AV', 'JAMAICA AV /162 ST', 'LINCOLN ST /LINDEN BL']",24
Q9,1,,,,S. OZONE PARK ROCKAWAY BL,,,"['VAN WYCK EXP /105 AV', 'VAN WYCK EXP /109 AV', 'LINCOLN ST /ROCKAWAY BL', 'VAN WYCK EXP /107 AV', 'LINCOLN ST /FOCH BL', 'VAN WYCK EXP /111 AV', 'VAN WYCK EXP /LIBERTY AV', 'LIBERTY AV /ALLENDALE ST', 'JAMAICA AV/150 ST', 'LIBERTY AV /REMINGTON ST', '165 ST TERM /Q9 STAND', 'LINCOLN ST /116 AV', '146 ST /101 AV', 'SUTPHIN BL /97 AV', 'LINCOLN ST /115 AV', 'JAMAICA AV /162 ST', 'JAMAICA AV / 164 ST', 'SUTPHIN BL/JAMAICA AV', 'JAMAICA AV /160 ST', 'LINCOLN ST /LINDEN BL']",20
QM1,0,,,,FRESH MEADOWS 188 ST via UNION TPK,40.739025,-73.785461,"['6 AV/W 45 ST', 'UNION TPK/UTOPIA PKY', 'UNION TP/150 ST', 'UNION TPK/CHEVY CHASE ST', '188 ST/75 AV', '6 AV/W 49 ST', '6 AV/W 42 ST', 'E 57 ST/MADISON AV', 'UNION TPK/MAIN ST', 'UNION TPK/PARSONS BL', '6 AV/W 37 ST', '6 AV/W 55 ST', 'UNION TP/168 ST', 'E 57 ST/LEXINGTON AV']",14
QM1,1,,,,MIDTOWN 57 ST via 6 AV,,,"['E 34 ST/PARK AV', 'UNION TPK/UTOPIA PKY', '6 AV/W 42 ST', 'UNION TPK/MAIN ST', 'UNION TP/188 ST', 'W 34 ST/5 AV', '6 AV/W 37 ST', '188 ST/64 AV', 'E 34 ST/3 AV', '188 ST/186 LA #1']",10
QM10,0,,,,REGO PARK LEFRAK CITY,,,"['6 AV/W 51 ST', 'E 34 ST/PARK AV', 'E 57 ST/5 AV', '108 ST / 62 DR', '6 AV/W 35 ST', '6 AV/W 56 ST', '63 RD/98 PL', '108 ST/63 RD', '57 AV/97 ST', '63 RD/102 ST', '6 AV/W 43 ST', '63 RD/QUEENS BL', '57 AV/98 ST', 'E 34 ST/3 AV', '6 AV/W 37 ST', 'W 34 ST/5 AV', 'E 57 ST/LEXINGTON AV', 'WOODHAVEN BL/BOOTH ST']",18
QM10,1,,,,MIDTOWN 57 ST via 6 AV,,,"['E 34 ST/PARK AV', 'E 57 ST/5 AV', '6 AV/W 35 ST', 'WOODHAVEN BL/HOFFMAN DR', 'HORACE HARDING EXP/WESTSIDE AV', '6 AV/W 37 ST', 'E 34 ST/3 AV', '57 AV/92 ST']",8
QM11,0,,,,REGO PARK LEFRAK CITY,,,"['QUEENS BL/72 DR', 'JUNCTION BL/57 AV', '63 RD/QUEENS BL', 'QUEENS BL/70 AV', 'PARK ROW/ANN ST', 'TRINITY PL/MORRIS ST', 'TRINITY PL/THAMES ST', 'WATER ST/BROAD ST', '108 ST/63 RD', 'WATER ST/JOHN ST', 'WATER ST/GOUVERNEUR LA', 'CHURCH ST/CORTLANDT ST', 'PEARL ST/PECK SLIP', 'QUEENS BL/63 DR', 'WOODHAVEN BL/BOOTH ST', '108 ST / 62 DR', 'HORACE HARDING EXP/WESTSIDE AV', '99 ST/60 AV', '57 AV/98 ST', '63 RD/98 PL', 'CHURCH ST/VESEY ST', 'FRANKFORT ST/PEARL ST', 'STATE ST/BATTERY PL']",23
QM11,1,,,,DOWNTOWN LOOP via WATER ST via CHURCH ST,40.709557,-74.001877,"['QUEENS BL/67 AV', 'TRINITY PL/MORRIS ST', 'WATER ST/BROAD ST', '63 RD/98 PL', '57 AV/99 ST', 'WATER ST/JOHN ST', 'WATER ST/GOUVERNEUR LA', 'PEARL ST/PECK SLIP', 'CHURCH ST/VESEY ST', '63 RD/102 ST', 'HORACE HARDING EXP/WESTSIDE AV', 'FRANKFORT ST/PEARL ST', 'PARK ROW/ANN ST', '57 AV/98 ST', '57 AV/92 ST']",15
